Tree ID,Longitude,Latitude,Common Name,Condition Class / Infestation Pattern,List of Trees on  residential property,BTM positive trees self reported  on residential property,Number of BTM positive Tree Species on property,Dbh 1. inches,Dbh 2,Dbh 3,Dbh 4,Dbh 5,Dbh 6,Number Observed BTM Nests,Distance to Water (feet),Entry Source,BTM (Y/N),Interest in Help,Tree Type (Ornamental | Fruiting / Flowering | Bush),Proposed Treatment Type (Insert/Injection; Manual Removal; Organic Spray),"Treatm.  Priority (1: High, 2: Med, 3: Low)"
294,-69.64320682,44.5346077,Maple-Norway ,Fair ,,,0,5,4,...,...,...,...,0,25-250 ,Bartlett Invent Feb 2022,N,,Ornamental,None,
298,-69.64318114,44.53458154,Maple-Norway ,Good ,,,0,5,...,...,...,...,...,0,25-250 ,Bartlett Invent Feb 2022,N,,Ornamental,None,
283,-69.64352913,44.53454964,Maple-Norway ,Good ,,,0,6,...,...,...,...,...,0,25-250 ,Bartlett Invent Feb 2022,N,,Ornamental,None,
291,-69.64334845,44.53457698,Maple-Norway ,Fair ,,,0,6,...,...,...,...,...,0,25-250 ,Bartlett Invent Feb 2022,N,,Ornamental,None,
292,-69.64328551,44.5345948,Maple-Norway ,Good ,,,0,6,...,...,...,...,...,0,25-250 ,Bartlett Invent Feb 2022,N,,Ornamental,None,
300,-69.64313165,44.53462185,Maple-Norway ,Good ,,,0,6,6,6,3,2,...,0,25-250 ,Bartlett Invent Feb 2022,N,,Ornamental,None,
313,-69.64230887,44.53531566,Maple-Norway ,Good ,,,0,6,...,...,...,...,...,0,25-250 ,Bartlett Invent Feb 2022,N,,Ornamental,None,
322,-69.64257299,44.53501076,Maple-Norway ,Fair ,,,0,6,...,...,...,...,...,0,25-250 ,Bartlett Invent Feb 2022,N,,Ornamental,None,
325,-69.64262405,44.53480587,Maple-Norway ,Good ,,,0,6,...,...,...,...,...,0,25-250 ,Bartlett Invent Feb 2022,N,,Ornamental,None,
333,-69.64272362,44.53472453,Maple-Norway ,Good ,,,0,6,...,...,...,...,...,0,25-250 ,Bartlett Invent Feb 2022,N,,Ornamental,None,
280,-69.64361338,44.53450418,Maple-Norway ,Good ,,,0,7,...,...,...,...,...,0,25-250 ,Bartlett Invent Feb 2022,N,,Ornamental,None,
334,-69.64274184,44.53468001,Maple-Norway ,Good ,,,0,7,...,...,...,...,...,0,25-250 ,Bartlett Invent Feb 2022,N,,Ornamental,None,
281,-69.64359378,44.53454761,Maple-Norway ,Fair ,,,0,8,6,...,...,...,...,0,25-250 ,Bartlett Invent Feb 2022,N,,Ornamental,None,
297,-69.64317976,44.53462483,Maple-Norway ,Fair ,,,0,8,...,...,...,...,...,0,25-250 ,Bartlett Invent Feb 2022,N,,Ornamental,None,
314,-69.64235559,44.53529669,Maple-Norway ,Good ,,,0,8,...,...,...,...,...,0,25-250 ,Bartlett Invent Feb 2022,N,,Ornamental,None,
327,-69.64269917,44.5347537,Maple-Norway ,Fair ,,,0,8,...,...,...,...,...,0,25-250 ,Bartlett Invent Feb 2022,N,,Ornamental,None,
295,-69.64317502,44.53464393,Maple-Norway ,Good ,,,0,9,...,...,...,...,...,0,25-250 ,Bartlett Invent Feb 2022,N,,Ornamental,None,
324,-69.64264796,44.53483439,Maple-Norway ,Good ,,,0,9,...,...,...,...,...,0,25-250 ,Bartlett Invent Feb 2022,N,,Ornamental,None,
310,-69.64230205,44.53537953,Maple-Norway ,Good ,,,0,11,...,...,...,...,...,0,25-250 ,Bartlett Invent Feb 2022,N,,Ornamental,None,
323,-69.64263646,44.53490603,Maple-Norway ,Fair ,,,0,11,11,...,...,...,...,0,25-250 ,Bartlett Invent Feb 2022,N,,Ornamental,None,
317,-69.64238849,44.53523868,Maple-Norway ,Fair ,,,0,12,...,...,...,...,...,0,25-250 ,Bartlett Invent Feb 2022,N,,Ornamental,None,
286,-69.64342738,44.53458264,Maple-Norway ,Good ,,,0,14,...,...,...,...,...,0,25-250 ,Bartlett Invent Feb 2022,N,,Ornamental,None,
315,-69.64239857,44.53525082,Maple-Norway ,Fair ,,,0,14,...,...,...,...,...,0,25-250 ,Bartlett Invent Feb 2022,N,,Ornamental,None,
316,-69.64239196,44.5352082,Maple-Norway ,Good ,,,0,16,...,...,...,...,...,0,25-250 ,Bartlett Invent Feb 2022,N,,Ornamental,None,
400,-69.65969443,44.52693741,Maple-Norway ,Good ,,,0,19,...,...,...,...,...,0,25-250 ,Bartlett Invent Feb 2022,N,,Ornamental,None,
111,-69.62876178,44.54941921,Maple-Norway ,Good ,,,0,24,...,...,...,...,...,0,25-250 ,Bartlett Invent Feb 2022,N,,Ornamental,None,
110,-69.6287653,44.54949374,Maple-Norway ,Good ,,,0,25,...,...,...,...,...,0,25-250 ,Bartlett Invent Feb 2022,N,,Ornamental,None,
145,-69.63310436,44.54543136,Maple-Red ,Good ,,,0,8,...,...,...,...,...,0, ,Bartlett Invent Feb 2022,N,,Ornamental,None,
232,-69.6281027,44.55025992,Maple-Red ,Good ,,,0,2,...,...,...,...,...,0,>250 ,Bartlett Invent Feb 2022,N,,Ornamental,None,
233,-69.62808311,44.55014118,Maple-Red ,Good ,,,0,2,...,...,...,...,...,0,>250 ,Bartlett Invent Feb 2022,N,,Ornamental,None,
306,-69.63907348,44.53803848,Maple-Red ,Good ,,,0,2,...,...,...,...,...,0,>250 ,Bartlett Invent Feb 2022,N,,Ornamental,None,
308,-69.63917058,44.53822385,Maple-Red ,Good ,,,0,2,...,...,...,...,...,0,>250 ,Bartlett Invent Feb 2022,N,,Ornamental,None,
194,-69.64275606,44.55107723,Maple-Red ,Good ,,,0,4,...,...,...,...,...,0,>250 ,Bartlett Invent Feb 2022,N,,Ornamental,None,
256,-69.64335151,44.55101145,Maple-Red ,Good ,,,0,4,...,...,...,...,...,0,>250 ,Bartlett Invent Feb 2022,N,,Ornamental,None,
257,-69.64311374,44.55098204,Maple-Red ,Good ,,,0,4,...,...,...,...,...,0,>250 ,Bartlett Invent Feb 2022,N,,Ornamental,None,
623,-69.6548316,44.57973804,Maple-Red ,Good ,,,0,5,...,...,...,...,...,0,>250 ,Bartlett Invent Feb 2022,N,,Ornamental,None,
244,-69.64439896,44.56121992,Maple-Red ,Good ,,,0,6,...,...,...,...,...,0,>250 ,Bartlett Invent Feb 2022,N,,Ornamental,None,
243,-69.64425967,44.5613081,Maple-Red ,Good ,,,0,7,...,...,...,...,...,0,>250 ,Bartlett Invent Feb 2022,N,,Ornamental,None,
245,-69.64454186,44.56112626,Maple-Red ,Good ,,,0,7,...,...,...,...,...,0,>250 ,Bartlett Invent Feb 2022,N,,Ornamental,None,
616,-69.65490524,44.58001249,Maple-Red ,Good ,,,0,7,...,...,...,...,...,0,>250 ,Bartlett Invent Feb 2022,N,,Ornamental,None,
619,-69.65487176,44.57982492,Maple-Red ,Good ,,,0,7,...,...,...,...,...,0,>250 ,Bartlett Invent Feb 2022,N,,Ornamental,None,
621,-69.65481867,44.57979996,Maple-Red ,Good ,,,0,7,...,...,...,...,...,0,>250 ,Bartlett Invent Feb 2022,N,,Ornamental,None,
622,-69.65483946,44.57976069,Maple-Red ,Fair ,,,0,7,...,...,...,...,...,0,>250 ,Bartlett Invent Feb 2022,N,,Ornamental,None,
193,-69.64276354,44.55128251,Maple-Red ,Good ,,,0,8,...,...,...,...,...,0,>250 ,Bartlett Invent Feb 2022,N,,Ornamental,None,
240,-69.64400863,44.56133151,Maple-Red ,Good ,,,0,8,...,...,...,...,...,0,>250 ,Bartlett Invent Feb 2022,N,,Ornamental,None,
237,-69.64444365,44.56177962,Maple-Red ,Good ,,,0,9,...,...,...,...,...,0,>250 ,Bartlett Invent Feb 2022,N,,Ornamental,None,
1,-69.64573697,44.56285747,Maple-Red ,Good ,,,0,10,...,...,...,...,...,0,>250 ,Bartlett Invent Feb 2022,N,,Ornamental,None,
16,-69.64573242,44.56222013,Maple-Red ,Good ,,,0,10,...,...,...,...,...,0,>250 ,Bartlett Invent Feb 2022,N,,Ornamental,None,
2,-69.6456567,44.56278073,Maple-Red ,Good ,,,0,11,...,...,...,...,...,0,>250 ,Bartlett Invent Feb 2022,N,,Ornamental,None,
235,-69.64461863,44.5619405,Maple-Red ,Good ,,,0,11,...,...,...,...,...,0,>250 ,Bartlett Invent Feb 2022,N,,Ornamental,None,
241,-69.64418364,44.56141461,Maple-Red ,Good ,,,0,11,...,...,...,...,...,0,>250 ,Bartlett Invent Feb 2022,N,,Ornamental,None,
620,-69.65484788,44.57980563,Maple-Red ,Fair ,,,0,11,...,...,...,...,...,0,>250 ,Bartlett Invent Feb 2022,N,,Ornamental,None,
146,-69.63304568,44.54552593,Maple-Red ,Poor ,,,0,14,...,...,...,...,...,0,>250 ,Bartlett Invent Feb 2022,N,,Ornamental,None,
239,-69.64423633,44.56160908,Maple-Red ,Good ,,,0,14,...,...,...,...,...,0,>250 ,Bartlett Invent Feb 2022,N,,Ornamental,None,
238,-69.64436237,44.56170881,Maple-Red ,Good ,,,0,15,...,...,...,...,...,0,>250 ,Bartlett Invent Feb 2022,N,,Ornamental,None,
272,-69.63879801,44.53782851,Maple-Red ,Good ,,,0,15,...,...,...,...,...,0,>250 ,Bartlett Invent Feb 2022,N,,Ornamental,None,
236,-69.64453966,44.56184921,Maple-Red ,Good ,,,0,16,...,...,...,...,...,0,>250 ,Bartlett Invent Feb 2022,N,,Ornamental,None,
258,-69.62983177,44.5670452,Maple-Red ,Good ,,,0,17,...,...,...,...,...,0,>250 ,Bartlett Invent Feb 2022,N,,Ornamental,None,
270,-69.63899434,44.53784446,Maple-Red ,Good ,,,0,17,...,...,...,...,...,0,>250 ,Bartlett Invent Feb 2022,N,,Ornamental,None,
19,-69.6302281,44.56254839,Maple-Red ,Fair ,,,0,20,...,...,...,...,...,0,>250 ,Bartlett Invent Feb 2022,N,,Ornamental,None,
347,-69.66251899,44.5287757,Maple-Red ,Good ,,,0,21,...,...,...,...,...,0,>250 ,Bartlett Invent Feb 2022,N,,Ornamental,None,
20,-69.63016546,44.56265488,Maple-Red ,Fair ,,,0,22,...,...,...,...,...,0,>250 ,Bartlett Invent Feb 2022,N,,Ornamental,None,
242,-69.64451086,44.56150788,Maple-Red ,Good ,,,0,22,...,...,...,...,...,0,>250 ,Bartlett Invent Feb 2022,N,,Ornamental,None,
41,-69.62733837,44.55100255,Maple-Red ,Fair ,,,0,3,...,...,...,...,...,0,25-250 ,Bartlett Invent Feb 2022,N,,Ornamental,None,
144,-69.63329081,44.5452914,Maple-Silver ,Fair ,,,0,21,18,17,15,15,14,0,>250 ,Bartlett Invent Feb 2022,N,,Ornamental,None,
203,-69.62723591,44.55314357,Maple-Sugar ,Good ,,,0,3,...,...,...,...,...,0,<25 ,Bartlett Invent Feb 2022,N,,Fruiting / Flowering,None,
305,-69.63911017,44.53794242,Maple-Sugar ,Good ,,,0,1,...,...,...,...,...,0,>250 ,Bartlett Invent Feb 2022,N,,Fruiting / Flowering,None,
307,-69.63904152,44.53813477,Maple-Sugar ,Good ,,,0,1,...,...,...,...,...,0,>250 ,Bartlett Invent Feb 2022,N,,Fruiting / Flowering,None,
174,-69.63751572,44.53904151,Maple-Sugar ,Fair ,,,0,2,...,...,...,...,...,0,>250 ,Bartlett Invent Feb 2022,N,,Fruiting / Flowering,None,
429,-69.6590599,44.5340518,Maple-Sugar ,Fair ,,,0,9,...,...,...,...,...,0,>250 ,Bartlett Invent Feb 2022,N,,Fruiting / Flowering,None,
116,-69.63319352,44.55073933,Maple-Sugar ,Fair ,,,0,41,...,...,...,...,...,0,>250 ,Bartlett Invent Feb 2022,N,,Fruiting / Flowering,None,
97,-69.62749411,44.55273771,Maple-Sugar ,Good ,,,0,3,...,...,...,...,...,0,25-250 ,Bartlett Invent Feb 2022,N,,Fruiting / Flowering,None,
147,-69.63282115,44.54589188,Oak-Northern Red ,Fair ,,,0,2,...,...,...,...,...,0,>250 ,Bartlett Invent Feb 2022,N,,Ornamental,None,
357,-69.66023132,44.53327615,Oak-Northern Red ,Fair ,,,0,4,...,...,...,...,...,0,>250 ,Bartlett Invent Feb 2022,N,,Ornamental,None,
379,-69.66076403,44.53406335,Oak-Northern Red ,Good ,,,0,5,...,...,...,...,...,0,>250 ,Bartlett Invent Feb 2022,N,,Ornamental,None,
443,-69.66008333,44.53419321,Oak-Northern Red ,Good ,,,0,5,...,...,...,...,...,0,>250 ,Bartlett Invent Feb 2022,N,,Ornamental,None,
441,-69.65966529,44.53410914,Oak-Northern Red ,Good ,,,0,6,...,...,...,...,...,0,>250 ,Bartlett Invent Feb 2022,N,,Ornamental,None,
438,-69.65955788,44.53413367,Oak-Northern Red ,Good ,,,0,7,...,...,...,...,...,0,>250 ,Bartlett Invent Feb 2022,N,,Ornamental,None,
624,-69.65466851,44.57935092,Oak-Northern Red ,Good ,,,0,12,...,...,...,...,...,0,>250 ,Bartlett Invent Feb 2022,N,,Ornamental,None,
3,-69.64538086,44.56225119,Oak-Northern Red ,Good ,,,0,14,...,...,...,...,...,0,>250 ,Bartlett Invent Feb 2022,N,,Ornamental,None,
618,-69.6548322,44.57984672,Oak-Northern Red ,Good ,,,0,18,...,...,...,...,...,0,>250 ,Bartlett Invent Feb 2022,N,,Ornamental,None,
191,-69.64531562,44.55243591,Oak-Northern Red ,Good ,,,0,20,...,...,...,...,...,0,>250 ,Bartlett Invent Feb 2022,N,,Ornamental,None,
190,-69.64527566,44.55243306,Oak-Northern Red ,Good ,,,0,21,...,...,...,...,...,0,>250 ,Bartlett Invent Feb 2022,N,,Ornamental,None,
188,-69.64519408,44.55237162,Oak-Northern Red ,Good ,,,0,24,15,12,...,...,...,0,>250 ,Bartlett Invent Feb 2022,N,,Ornamental,None,
43,-69.62785319,44.55084898,Oak-Northern Red ,Good ,,,0,2,...,...,...,...,...,0,25-250 ,Bartlett Invent Feb 2022,N,,Ornamental,None,
205,-69.6277022,44.55321821,Oak-Northern Red ,Good ,,,0,3,...,...,...,...,...,0,25-250 ,Bartlett Invent Feb 2022,N,,Ornamental,None,
479,-69.6598445,44.52696046,Oak-Northern Red ,Good ,,,0,5,...,...,...,...,...,0,25-250 ,Bartlett Invent Feb 2022,N,,Ornamental,None,
189,-69.6452416,44.5524109,Oak-Northern Red ,Good ,,,0,24,...,...,...,...,...,0,25-250 ,Bartlett Invent Feb 2022,N,,Ornamental,None,
252,-69.64608247,44.56168098,Pine-Eastern White ,Fair ,,,0,23,...,...,...,...,...,0,>250 ,Bartlett Invent Feb 2022,N,,Ornamental,None,
253,-69.64614689,44.5616547,Pine-Eastern White ,Good ,,,0,25,...,...,...,...,...,0,>250 ,Bartlett Invent Feb 2022,N,,Ornamental,None,
249,-69.64575626,44.56182928,Pine-Eastern White ,Poor ,,,0,26,...,...,...,...,...,0,>250 ,Bartlett Invent Feb 2022,N,,Ornamental,None,
250,-69.64585753,44.56177075,Pine-Eastern White ,Fair ,,,0,26,...,...,...,...,...,0,>250 ,Bartlett Invent Feb 2022,N,,Ornamental,None,
251,-69.64596133,44.5617074,Pine-Eastern White ,Good ,,,0,29,...,...,...,...,...,0,>250 ,Bartlett Invent Feb 2022,N,,Ornamental,None,
248,-69.64568197,44.56183894,Pine-Eastern White ,Good ,,,0,36,...,...,...,...,...,0,>250 ,Bartlett Invent Feb 2022,N,,Ornamental,None,
129,-69.63354304,44.55131818,Plum-Purple Leaf ,Fair ,,,0,8,7,7,...,...,...,0,>250 ,Bartlett Invent Feb 2022,N,,Fruiting / Flowering,None,
468,-69.66059928,44.52713289,Poplar-Aspen ,Good ,,,0,5,...,...,...,...,...,0,>250 ,Bartlett Invent Feb 2022,N,,Ornamental,None,
469,-69.66051077,44.52714467,Poplar-Aspen ,Good ,,,0,5,...,...,...,...,...,0,>250 ,Bartlett Invent Feb 2022,N,,Ornamental,None,
465,-69.66074635,44.52719968,Poplar-Aspen ,Good ,,,0,6,...,...,...,...,...,0,>250 ,Bartlett Invent Feb 2022,N,,Ornamental,None,
466,-69.66072488,44.52719338,Poplar-Aspen ,Fair ,,,0,6,...,...,...,...,...,0,>250 ,Bartlett Invent Feb 2022,N,,Ornamental,None,
411,-69.66198926,44.52864108,Poplar-Aspen ,Dead ,,,0,7,...,...,...,...,...,0,>250 ,Bartlett Invent Feb 2022,N,,Ornamental,None,
463,-69.66085346,44.52718974,Poplar-Aspen ,Good ,,,0,8,...,...,...,...,...,0,>250 ,Bartlett Invent Feb 2022,N,,Ornamental,None,
412,-69.66200001,44.52864352,Poplar-Aspen ,Fair ,,,0,9,...,...,...,...,...,0,>250 ,Bartlett Invent Feb 2022,N,,Ornamental,None,
471,-69.6604245,44.52698349,Poplar-Aspen ,Fair ,,,0,9,...,...,...,...,...,0,>250 ,Bartlett Invent Feb 2022,N,,Ornamental,None,
467,-69.66071906,44.52714758,Poplar-Aspen ,Fair ,,,0,11,...,...,...,...,...,0,>250 ,Bartlett Invent Feb 2022,N,,Ornamental,None,
410,-69.6619868,44.52853338,Poplar-Aspen ,Poor ,,,0,15,...,...,...,...,...,0,>250 ,Bartlett Invent Feb 2022,N,,Ornamental,None,
484,-69.66016599,44.52699364,Poplar-Aspen ,Fair ,,,0,12,...,...,...,...,...,0,25-250 ,Bartlett Invent Feb 2022,N,,Ornamental,None,
473,-69.66034805,44.52695053,Poplar-Bigtooth Aspen ,Fair ,,,0,9,...,...,...,...,...,0,>250 ,Bartlett Invent Feb 2022,N,,Ornamental,None,
515,-69.65466741,44.57946194,Poplar-Bigtooth Aspen ,Good ,,,0,9,...,...,...,...,...,0,>250 ,Bartlett Invent Feb 2022,N,,Ornamental,None,
493,-69.65592382,44.58055315,Poplar-Bigtooth Aspen ,Fair ,,,0,11,...,...,...,...,...,0,>250 ,Bartlett Invent Feb 2022,N,,Ornamental,None,
516,-69.65465143,44.57944651,Poplar-Bigtooth Aspen ,Good ,,,0,12,...,...,...,...,...,0,>250 ,Bartlett Invent Feb 2022,N,,Ornamental,None,
625,-69.65465933,44.57933404,Poplar-Bigtooth Aspen ,Fair ,,,0,13,...,...,...,...,...,0,>250 ,Bartlett Invent Feb 2022,N,,Ornamental,None,
491,-69.65598038,44.58059185,Poplar-Bigtooth Aspen ,Good ,,,0,15,...,...,...,...,...,0,>250 ,Bartlett Invent Feb 2022,N,,Ornamental,None,
514,-69.65472922,44.5795227,Poplar-Bigtooth Aspen ,Good ,,,0,15,...,...,...,...,...,0,>250 ,Bartlett Invent Feb 2022,N,,Ornamental,None,
513,-69.65476461,44.57960751,Poplar-Bigtooth Aspen ,Good ,,,0,19,...,...,...,...,...,0,>250 ,Bartlett Invent Feb 2022,N,,Ornamental,None,
23,-69.63052019,44.56215683,Spruce-Colorado Blue ,Good ,,,0,16,...,...,...,...,...,0,>250 ,Bartlett Invent Feb 2022,N,,Ornamental,None,
22,-69.63051818,44.56226306,Spruce-Colorado Blue ,Good ,,,0,17,...,...,...,...,...,0,>250 ,Bartlett Invent Feb 2022,N,,Ornamental,None,
312,-69.64233038,44.53534107,Willow ,Fair ,,,0,31,...,...,...,...,...,0,25-250 ,Bartlett Invent Feb 2022,N,,Ornamental,None,
,-69.642501,44.556389,,,"Oak, Maple, ","Oak, Maple, ",2,,,,,,,,,Citizen Survey  Feb 2022,Y,Y,Ornamental,Insert/Injection,1
,-69.63492,44.546047,,,,,0,,,,,,,,,Citizen Survey  Feb 2022,Y,Y,Ornamental,Insert/Injection,1
,-69.659131,44.536218,,,"Oak, Ash, ","Oak, Ash, ",2,,,,,,,,,Citizen Survey  Feb 2022,Y,Y,Ornamental,Insert/Injection,2
,-69.650531,44.581713,,,"Oak, Maple, Ash, Birch, Cherry, ","Oak, ",1,,,,,,,,,Citizen Survey  Feb 2022,Y,Y,Ornamental,Insert/Injection,2
,-69.640406,44.557256,,,"Oak, ","Oak, ",1,,,,,,,,,Citizen Survey  Feb 2022,Y,Y,Ornamental,Insert/Injection,2
,-69.660802,44.54486,,,"Oak, Birch, ","Oak, Birch, ",2,,,,,,,,,Citizen Survey  Feb 2022,Y,Y,Ornamental,Insert/Injection,2
,-69.674505,44.549777,,,"Oak, Ash, ","Oak, ",1,,,,,,,,,Citizen Survey  Feb 2022,Y,Y,Ornamental,Insert/Injection,2
,-69.661322,44.538465,,,"Oak, Maple, Ash, ",,0,,,,,,,,,Citizen Survey  Feb 2022,Y,Y,Ornamental,Insert/Injection,2
,-69.661214,44.537522,,,"Oak, Maple, ","Oak, Maple, ",2,,,,,,,,,Citizen Survey  Feb 2022,Y,Y,Ornamental,Insert/Injection,2
,-69.660484,44.545065,,,"Oak, Birch, ","Oak, Birch, ",2,,,,,,,,,Citizen Survey  Feb 2022,Y,Y,Ornamental,Insert/Injection,2
,-69.656639,44.550227,,,"Oak, Maple, Birch, ","Oak, Maple, Birch, ",3,,,,,,,,,Citizen Survey  Feb 2022,Y,Y,Ornamental,Insert/Injection,2
,-69.617809,44.554321,,,"Oak, Maple, Ash, Birch, ","Oak, Maple, ",2,,,,,,,,,Citizen Survey  Feb 2022,Y,Y,Ornamental,Insert/Injection,2
,-69.642683,44.558175,,,"Oak, Maple, Ash, Apple, Pear, Cherry, ","Oak, ",1,,,,,,,,,Citizen Survey  Feb 2022,Y,Y,Ornamental,Insert/Injection,2
,-69.660032,44.547426,,,"Oak, Maple, Ash, ","Oak, Maple, Ash, ",3,,,,,,,,,Citizen Survey  Feb 2022,Y,Y,Ornamental,Insert/Injection,2
,-69.657846,44.545593,,,"Oak, Maple, Ash, ","Oak, ",1,,,,,,,,,Citizen Survey  Feb 2022,Y,Y,Ornamental,Insert/Injection,2
,-69.659686,44.546348,,,"Oak, Maple, Birch, ","Oak, Maple, Birch, ",3,,,,,,,,,Citizen Survey  Feb 2022,Y,Y,Ornamental,Insert/Injection,2
,-69.655127,44.554616,,,"Oak, Maple, Birch, Apple, Crabapple, ","Oak, ",1,,,,,,,,,Citizen Survey  Feb 2022,Y,Y,Ornamental,Insert/Injection,2
,-69.628121,44.564612,,,"Apple, ","Apple, ",1,,,,,,,,,Citizen Survey  Feb 2022,Y,Y,Ornamental,Insert/Injection,2
,-69.714351,44.514712,,,"Oak, Maple, Birch, ","Maple, ",1,,,,,,,,,Citizen Survey  Feb 2022,Y,Y,Ornamental,Insert/Injection,2
,-69.645345,44.540483,,,"Oak, Maple, ",,0,,,,,,,,,Citizen Survey  Feb 2022,Y,Y,Ornamental,Insert/Injection,2
,-69.658142,44.546195,,,"Oak, Maple, Birch, ",,0,,,,,,,,,Citizen Survey  Feb 2022,Y,Y,Ornamental,Insert/Injection,2
,-69.654996,44.549692,,,"Oak, Maple, ","Oak, Maple, ",2,,,,,,,,,Citizen Survey  Feb 2022,Y,Y,Ornamental,Insert/Injection,2
,-69.646082,44.549005,,,"Oak, Maple, ","Oak, ",1,,,,,,,,,Citizen Survey  Feb 2022,Y,Y,Ornamental,Insert/Injection,2
,-69.657779,44.540192,,,"Maple, ","Maple, ",1,,,,,,,,,Citizen Survey  Feb 2022,Y,Y,Ornamental,Insert/Injection,2
,-69.657623,44.547598,,,"Maple, Ash, Birch, Apple, Crabapple, ","Birch, ",1,,,,,,,,,Citizen Survey  Feb 2022,Y,Y,Ornamental,Insert/Injection,2
,-69.656928,44.546274,,,"Oak, ","Oak, ",1,,,,,,,,,Citizen Survey  Feb 2022,Y,Y,Ornamental,Insert/Injection,2
,-69.656161,44.551369,,,"Oak, Maple, Birch, ","Oak, Maple, Birch, ",3,,,,,,,,,Citizen Survey  Feb 2022,Y,Y,Ornamental,Insert/Injection,2
,-69.647368,44.542394,,,"Oak, Maple, Ash, Birch, Crabapple, ",,0,,,,,,,,,Citizen Survey  Feb 2022,Y,Y,Ornamental,Insert/Injection,2
,-69.669347,44.549533,,,"Oak, Ash, Birch, ","Ash, ",1,,,,,,,,,Citizen Survey  Feb 2022,Y,Y,Ornamental,Insert/Injection,2
,-69.644682,44.555094,,,"Oak, Maple, Birch, ","Oak, ",1,,,,,,,,,Citizen Survey  Feb 2022,Y,Y,Ornamental,Insert/Injection,2
,-69.652271,44.554187,,,"Oak, Maple, ","Oak, Maple, ",2,,,,,,,,,Citizen Survey  Feb 2022,Y,Y,Ornamental,Insert/Injection,2
,-69.660137,44.537833,,,"Oak, Maple, Birch, ","Oak, Maple, Birch, ",3,,,,,,,,,Citizen Survey  Feb 2022,Y,Y,Ornamental,Insert/Injection,2
,-69.630605,44.553242,,,"Oak, Maple, Ash, Birch, Crabapple, Pear, Cherry, Serviceberry, Hawthorn, ","Oak, Maple, Ash, Birch, ",4,,,,,,,,,Citizen Survey  Feb 2022,Y,Y,Ornamental,Insert/Injection,2
,-69.66183,44.546088,,,"Oak, Maple, Birch, ","Oak, Birch, ",2,,,,,,,,,Citizen Survey  Feb 2022,Y,Y,Ornamental,Insert/Injection,2
,-69.642801,44.543793,,,"Oak, Maple, Ash, Birch, ","Oak, ",1,,,,,,,,,Citizen Survey  Feb 2022,Y,Y,Ornamental,Insert/Injection,2
,-69.658623,44.535227,,,"Oak, Maple, ",,0,,,,,,,,,Citizen Survey  Feb 2022,Y,Y,Ornamental,Insert/Injection,2
,-69.656636,44.532596,,,"Oak, Maple, Birch, Crabapple, ","Oak, Maple, ",2,,,,,,,,,Citizen Survey  Feb 2022,Y,Y,Ornamental,Insert/Injection,2
,-69.654746,44.548681,,,"Oak, Maple, Birch, ","Oak, ",1,,,,,,,,,Citizen Survey  Feb 2022,Y,Y,Ornamental,Insert/Injection,2
,-69.660988,44.544544,,,"Ash, Apple, Pear, ","Ash, ",1,,,,,,,,,Citizen Survey  Feb 2022,Y,Y,Ornamental,Insert/Injection,2
,-69.656337,44.550765,,,"Oak, Maple, ","Oak, Maple, ",2,,,,,,,,,Citizen Survey  Feb 2022,Y,Y,Ornamental,Insert/Injection,2
,-69.641892,44.556073,,,"Maple, Birch, Crabapple, ",,0,,,,,,,,,Citizen Survey  Feb 2022,Y,Y,Ornamental,Insert/Injection,2
,-69.643043,44.543976,,,"Oak, Maple, Birch, Hawthorn, ",,0,,,,,,,,,Citizen Survey  Feb 2022,Y,Y,Ornamental,Insert/Injection,2
,-69.658765,44.547812,,,"Oak, Maple, ",,0,,,,,,,,,Citizen Survey  Feb 2022,Y,Y,Ornamental,Insert/Injection,2
,-69.647373,44.57294,,,"Oak, Maple, Birch, ",,0,,,,,,,,,Citizen Survey  Feb 2022,Y,Y,Ornamental,Insert/Injection,2
,-69.661916,44.545358,,,"Maple, ",,0,,,,,,,,,Citizen Survey  Feb 2022,Y,Y,Ornamental,Insert/Injection,2
,-69.659029,44.54054,,,"Maple, Ash, Pear, Cherry, ","Pear, Cherry, ",2,,,,,,,,,Citizen Survey  Feb 2022,Y,Y,Fruiting/Flowering, Manual Removal,2
,-69.645423,44.556049,,,"Birch, Crabapple, ","Crabapple, ",1,,,,,,,,,Citizen Survey  Feb 2022,Y,Y,Fruiting/Flowering, Manual Removal,2
,-69.656476,44.549738,,,"Maple, Birch, Crabapple, ","Crabapple, ",1,,,,,,,,,Citizen Survey  Feb 2022,Y,Y,Fruiting/Flowering, Manual Removal,2
,-69.652439,44.552399,,,"Oak, Maple, Ash, Apple, Crabapple, Pear, Cherry, Serviceberry, ","Crabapple, ",1,,,,,,,,,Citizen Survey  Feb 2022,Y,Y,Fruiting/Flowering, Manual Removal,2
,-69.657145,44.549833,,,"Birch, Crabapple, Cherry, Serviceberry, ","Crabapple, ",1,,,,,,,,,Citizen Survey  Feb 2022,Y,Y,Fruiting/Flowering, Manual Removal,2
,-69.636633,44.543193,,,"Ash, Apple, ","Apple, ",1,,,,,,,,,Citizen Survey  Feb 2022,Y,Y,Fruiting/Flowering, Manual Removal,2
